OrderID	CustomerID	EmployeeID	OrderDate	RequiredDate	ShippedDate	ShipVia	Freight	ShipName	ShipAddress	ShipCity	ShipRegion	ShipPostalCode	ShipCountry
I:10312	S:WANDK	I:2	T:1996-09-23T00:00:00	T:1996-10-21T00:00:00	T:1996-10-03T00:00:00	I:2	F:40.26	S:Die Wandernde Kuh	S:Adenauerallee 900	S:Stuttgart	~N~	S:70563	S:Germany
I:10313	S:QUICK	I:2	T:1996-09-24T00:00:00	T:1996-10-22T00:00:00	T:1996-10-04T00:00:00	I:2	F:1.96	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10323	S:KOENE	I:4	T:1996-10-07T00:00:00	T:1996-11-04T00:00:00	T:1996-10-14T00:00:00	I:1	F:4.88	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10325	S:KOENE	I:1	T:1996-10-09T00:00:00	T:1996-10-23T00:00:00	T:1996-10-14T00:00:00	I:3	F:64.86	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10337	S:FRANK	I:4	T:1996-10-24T00:00:00	T:1996-11-21T00:00:00	T:1996-10-29T00:00:00	I:3	F:108.26	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10342	S:FRANK	I:4	T:1996-10-30T00:00:00	T:1996-11-13T00:00:00	T:1996-11-04T00:00:00	I:2	F:54.83	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10343	S:LEHMS	I:4	T:1996-10-31T00:00:00	T:1996-11-28T00:00:00	T:1996-11-06T00:00:00	I:1	F:110.37	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10345	S:QUICK	I:2	T:1996-11-04T00:00:00	T:1996-12-02T00:00:00	T:1996-11-11T00:00:00	I:2	F:249.06	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10348	S:WANDK	I:4	T:1996-11-07T00:00:00	T:1996-12-05T00:00:00	T:1996-11-15T00:00:00	I:2	F:0.78	S:Die Wandernde Kuh	S:Adenauerallee 900	S:Stuttgart	~N~	S:70563	S:Germany
I:10356	S:WANDK	I:6	T:1996-11-18T00:00:00	T:1996-12-16T00:00:00	T:1996-11-27T00:00:00	I:2	F:36.71	S:Die Wandernde Kuh	S:Adenauerallee 900	S:Stuttgart	~N~	S:70563	S:Germany
I:10361	S:QUICK	I:1	T:1996-11-22T00:00:00	T:1996-12-20T00:00:00	T:1996-12-03T00:00:00	I:2	F:183.17	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10363	S:DRACD	I:4	T:1996-11-26T00:00:00	T:1996-12-24T00:00:00	T:1996-12-04T00:00:00	I:3	F:30.54	S:Drachenblut Delikatessen	S:Walserweg 21	S:Aachen	~N~	S:52066	S:Germany
I:10391	S:DRACD	I:3	T:1996-12-23T00:00:00	T:1997-01-20T00:00:00	T:1996-12-31T00:00:00	I:3	F:5.45	S:Drachenblut Delikatessen	S:Walserweg 21	S:Aachen	~N~	S:52066	S:Germany
I:10396	S:FRANK	I:1	T:1996-12-27T00:00:00	T:1997-01-10T00:00:00	T:1997-01-06T00:00:00	I:3	F:135.35	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10407	S:OTTIK	I:2	T:1997-01-07T00:00:00	T:1997-02-04T00:00:00	T:1997-01-30T00:00:00	I:2	F:91.48	S:Ottilies Käseladen	S:Mehrheimerstr. 369	S:Köln	~N~	S:50739	S:Germany
I:10418	S:QUICK	I:4	T:1997-01-17T00:00:00	T:1997-02-14T00:00:00	T:1997-01-24T00:00:00	I:1	F:17.55	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10438	S:TOMSP	I:3	T:1997-02-06T00:00:00	T:1997-03-06T00:00:00	T:1997-02-14T00:00:00	I:2	F:8.24	S:Toms Spezialitäten	S:Luisenstr. 48	S:Münster	~N~	S:44087	S:Germany
I:10446	S:TOMSP	I:6	T:1997-02-14T00:00:00	T:1997-03-14T00:00:00	T:1997-02-19T00:00:00	I:1	F:14.68	S:Toms Spezialitäten	S:Luisenstr. 48	S:Münster	~N~	S:44087	S:Germany
I:10451	S:QUICK	I:4	T:1997-02-19T00:00:00	T:1997-03-05T00:00:00	T:1997-03-12T00:00:00	I:3	F:189.09	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10456	S:KOENE	I:8	T:1997-02-25T00:00:00	T:1997-04-08T00:00:00	T:1997-02-28T00:00:00	I:2	F:8.12	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10457	S:KOENE	I:2	T:1997-02-25T00:00:00	T:1997-03-25T00:00:00	T:1997-03-03T00:00:00	I:1	F:11.57	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10468	S:KOENE	I:3	T:1997-03-07T00:00:00	T:1997-04-04T00:00:00	T:1997-03-12T00:00:00	I:3	F:44.12	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10488	S:FRANK	I:8	T:1997-03-27T00:00:00	T:1997-04-24T00:00:00	T:1997-04-02T00:00:00	I:2	F:4.93	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10497	S:LEHMS	I:7	T:1997-04-04T00:00:00	T:1997-05-02T00:00:00	T:1997-04-07T00:00:00	I:1	F:36.21	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10501	S:BLAUS	I:9	T:1997-04-09T00:00:00	T:1997-05-07T00:00:00	T:1997-04-16T00:00:00	I:3	F:8.85	S:Blauer See Delikatessen	S:Forsterstr. 57	S:Mannheim	~N~	S:68306	S:Germany
I:10506	S:KOENE	I:9	T:1997-04-15T00:00:00	T:1997-05-13T00:00:00	T:1997-05-02T00:00:00	I:2	F:21.19	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10508	S:OTTIK	I:1	T:1997-04-16T00:00:00	T:1997-05-14T00:00:00	T:1997-05-13T00:00:00	I:2	F:4.99	S:Ottilies Käseladen	S:Mehrheimerstr. 369	S:Köln	~N~	S:50739	S:Germany
I:10509	S:BLAUS	I:4	T:1997-04-17T00:00:00	T:1997-05-15T00:00:00	T:1997-04-29T00:00:00	I:1	F:0.15	S:Blauer See Delikatessen	S:Forsterstr. 57	S:Mannheim	~N~	S:68306	S:Germany
I:10513	S:WANDK	I:7	T:1997-04-22T00:00:00	T:1997-06-03T00:00:00	T:1997-04-28T00:00:00	I:1	F:105.65	S:Die Wandernde Kuh	S:Adenauerallee 900	S:Stuttgart	~N~	S:70563	S:Germany
I:10515	S:QUICK	I:2	T:1997-04-23T00:00:00	T:1997-05-07T00:00:00	T:1997-05-23T00:00:00	I:1	F:204.47	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10522	S:LEHMS	I:4	T:1997-04-30T00:00:00	T:1997-05-28T00:00:00	T:1997-05-06T00:00:00	I:1	F:45.33	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10527	S:QUICK	I:7	T:1997-05-05T00:00:00	T:1997-06-02T00:00:00	T:1997-05-07T00:00:00	I:1	F:41.9	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10534	S:LEHMS	I:8	T:1997-05-12T00:00:00	T:1997-06-09T00:00:00	T:1997-05-14T00:00:00	I:2	F:27.94	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10536	S:LEHMS	I:3	T:1997-05-14T00:00:00	T:1997-06-11T00:00:00	T:1997-06-06T00:00:00	I:2	F:58.88	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10540	S:QUICK	I:3	T:1997-05-19T00:00:00	T:1997-06-16T00:00:00	T:1997-06-13T00:00:00	I:3	F:1007.64	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10542	S:KOENE	I:1	T:1997-05-20T00:00:00	T:1997-06-17T00:00:00	T:1997-05-26T00:00:00	I:3	F:10.95	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10548	S:TOMSP	I:3	T:1997-05-26T00:00:00	T:1997-06-23T00:00:00	T:1997-06-02T00:00:00	I:2	F:1.43	S:Toms Spezialitäten	S:Luisenstr. 48	S:Münster	~N~	S:44087	S:Germany
I:10549	S:QUICK	I:5	T:1997-05-27T00:00:00	T:1997-06-10T00:00:00	T:1997-05-30T00:00:00	I:1	F:171.24	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10554	S:OTTIK	I:4	T:1997-05-30T00:00:00	T:1997-06-27T00:00:00	T:1997-06-05T00:00:00	I:3	F:120.97	S:Ottilies Käseladen	S:Mehrheimerstr. 369	S:Köln	~N~	S:50739	S:Germany
I:10557	S:LEHMS	I:9	T:1997-06-03T00:00:00	T:1997-06-17T00:00:00	T:1997-06-06T00:00:00	I:2	F:96.72	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10560	S:FRANK	I:8	T:1997-06-06T00:00:00	T:1997-07-04T00:00:00	T:1997-06-09T00:00:00	I:1	F:36.65	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10575	S:MORGK	I:5	T:1997-06-20T00:00:00	T:1997-07-04T00:00:00	T:1997-06-30T00:00:00	I:1	F:127.34	S:Morgenstern Gesundkost	S:Heerstr. 22	S:Leipzig	~N~	S:04179	S:Germany
I:10580	S:OTTIK	I:4	T:1997-06-26T00:00:00	T:1997-07-24T00:00:00	T:1997-07-01T00:00:00	I:3	F:75.89	S:Ottilies Käseladen	S:Mehrheimerstr. 369	S:Köln	~N~	S:50739	S:Germany
I:10582	S:BLAUS	I:3	T:1997-06-27T00:00:00	T:1997-07-25T00:00:00	T:1997-07-14T00:00:00	I:2	F:27.71	S:Blauer See Delikatessen	S:Forsterstr. 57	S:Mannheim	~N~	S:68306	S:Germany
I:10588	S:QUICK	I:2	T:1997-07-03T00:00:00	T:1997-07-31T00:00:00	T:1997-07-10T00:00:00	I:3	F:194.67	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10592	S:LEHMS	I:3	T:1997-07-08T00:00:00	T:1997-08-05T00:00:00	T:1997-07-16T00:00:00	I:1	F:32.1	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10593	S:LEHMS	I:7	T:1997-07-09T00:00:00	T:1997-08-06T00:00:00	T:1997-08-13T00:00:00	I:2	F:174.2	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10608	S:TOMSP	I:4	T:1997-07-23T00:00:00	T:1997-08-20T00:00:00	T:1997-08-01T00:00:00	I:2	F:27.79	S:Toms Spezialitäten	S:Luisenstr. 48	S:Münster	~N~	S:44087	S:Germany
I:10614	S:BLAUS	I:8	T:1997-07-29T00:00:00	T:1997-08-26T00:00:00	T:1997-08-01T00:00:00	I:3	F:1.93	S:Blauer See Delikatessen	S:Forsterstr. 57	S:Mannheim	~N~	S:68306	S:Germany
I:10623	S:FRANK	I:8	T:1997-08-07T00:00:00	T:1997-09-04T00:00:00	T:1997-08-12T00:00:00	I:2	F:97.18	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10630	S:KOENE	I:1	T:1997-08-13T00:00:00	T:1997-09-10T00:00:00	T:1997-08-19T00:00:00	I:2	F:32.35	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10632	S:WANDK	I:8	T:1997-08-14T00:00:00	T:1997-09-11T00:00:00	T:1997-08-19T00:00:00	I:1	F:41.38	S:Die Wandernde Kuh	S:Adenauerallee 900	S:Stuttgart	~N~	S:70563	S:Germany
I:10640	S:WANDK	I:4	T:1997-08-21T00:00:00	T:1997-09-18T00:00:00	T:1997-08-28T00:00:00	I:1	F:23.55	S:Die Wandernde Kuh	S:Adenauerallee 900	S:Stuttgart	~N~	S:70563	S:Germany
I:10643	S:ALFKI	I:6	T:1997-08-25T00:00:00	T:1997-09-22T00:00:00	T:1997-09-02T00:00:00	I:1	F:29.46	S:Alfreds Futterkiste	S:Obere Str. 57	S:Berlin	~N~	S:12209	S:Germany
I:10651	S:WANDK	I:8	T:1997-09-01T00:00:00	T:1997-09-29T00:00:00	T:1997-09-11T00:00:00	I:2	F:20.6	S:Die Wandernde Kuh	S:Adenauerallee 900	S:Stuttgart	~N~	S:70563	S:Germany
I:10653	S:FRANK	I:1	T:1997-09-02T00:00:00	T:1997-09-30T00:00:00	T:1997-09-19T00:00:00	I:1	F:93.25	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10658	S:QUICK	I:4	T:1997-09-05T00:00:00	T:1997-10-03T00:00:00	T:1997-09-08T00:00:00	I:1	F:364.15	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10668	S:WANDK	I:1	T:1997-09-15T00:00:00	T:1997-10-13T00:00:00	T:1997-09-23T00:00:00	I:2	F:47.22	S:Die Wandernde Kuh	S:Adenauerallee 900	S:Stuttgart	~N~	S:70563	S:Germany
I:10670	S:FRANK	I:4	T:1997-09-16T00:00:00	T:1997-10-14T00:00:00	T:1997-09-18T00:00:00	I:1	F:203.48	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10675	S:FRANK	I:5	T:1997-09-19T00:00:00	T:1997-10-17T00:00:00	T:1997-09-23T00:00:00	I:2	F:31.85	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10684	S:OTTIK	I:3	T:1997-09-26T00:00:00	T:1997-10-24T00:00:00	T:1997-09-30T00:00:00	I:1	F:145.63	S:Ottilies Käseladen	S:Mehrheimerstr. 369	S:Köln	~N~	S:50739	S:Germany
I:10691	S:QUICK	I:2	T:1997-10-03T00:00:00	T:1997-11-14T00:00:00	T:1997-10-22T00:00:00	I:2	F:810.05	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10692	S:ALFKI	I:4	T:1997-10-03T00:00:00	T:1997-10-31T00:00:00	T:1997-10-13T00:00:00	I:2	F:61.02	S:Alfred's Futterkiste	S:Obere Str. 57	S:Berlin	~N~	S:12209	S:Germany
I:10694	S:QUICK	I:8	T:1997-10-06T00:00:00	T:1997-11-03T00:00:00	T:1997-10-09T00:00:00	I:3	F:398.36	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10699	S:MORGK	I:3	T:1997-10-09T00:00:00	T:1997-11-06T00:00:00	T:1997-10-13T00:00:00	I:3	F:0.58	S:Morgenstern Gesundkost	S:Heerstr. 22	S:Leipzig	~N~	S:04179	S:Germany
I:10702	S:ALFKI	I:4	T:1997-10-13T00:00:00	T:1997-11-24T00:00:00	T:1997-10-21T00:00:00	I:1	F:23.94	S:Alfred's Futterkiste	S:Obere Str. 57	S:Berlin	~N~	S:12209	S:Germany
I:10717	S:FRANK	I:1	T:1997-10-24T00:00:00	T:1997-11-21T00:00:00	T:1997-10-29T00:00:00	I:2	F:59.25	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10718	S:KOENE	I:1	T:1997-10-27T00:00:00	T:1997-11-24T00:00:00	T:1997-10-29T00:00:00	I:3	F:170.88	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10721	S:QUICK	I:5	T:1997-10-29T00:00:00	T:1997-11-26T00:00:00	T:1997-10-31T00:00:00	I:3	F:48.92	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10745	S:QUICK	I:9	T:1997-11-18T00:00:00	T:1997-12-16T00:00:00	T:1997-11-27T00:00:00	I:1	F:3.52	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10765	S:QUICK	I:3	T:1997-12-04T00:00:00	T:1998-01-01T00:00:00	T:1997-12-09T00:00:00	I:3	F:42.74	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10766	S:OTTIK	I:4	T:1997-12-05T00:00:00	T:1998-01-02T00:00:00	T:1997-12-09T00:00:00	I:1	F:157.55	S:Ottilies Käseladen	S:Mehrheimerstr. 369	S:Köln	~N~	S:50739	S:Germany
I:10772	S:LEHMS	I:3	T:1997-12-10T00:00:00	T:1998-01-07T00:00:00	T:1997-12-19T00:00:00	I:2	F:91.28	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10779	S:MORGK	I:3	T:1997-12-16T00:00:00	T:1998-01-13T00:00:00	T:1998-01-14T00:00:00	I:2	F:58.13	S:Morgenstern Gesundkost	S:Heerstr. 22	S:Leipzig	~N~	S:04179	S:Germany
I:10788	S:QUICK	I:1	T:1997-12-22T00:00:00	T:1998-01-19T00:00:00	T:1998-01-19T00:00:00	I:2	F:42.7	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10791	S:FRANK	I:6	T:1997-12-23T00:00:00	T:1998-01-20T00:00:00	T:1998-01-01T00:00:00	I:2	F:16.85	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10797	S:DRACD	I:7	T:1997-12-25T00:00:00	T:1998-01-22T00:00:00	T:1998-01-05T00:00:00	I:2	F:33.35	S:Drachenblut Delikatessen	S:Walserweg 21	S:Aachen	~N~	S:52066	S:Germany
I:10799	S:KOENE	I:9	T:1997-12-26T00:00:00	T:1998-02-06T00:00:00	T:1998-01-05T00:00:00	I:3	F:30.76	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10817	S:KOENE	I:3	T:1998-01-06T00:00:00	T:1998-01-20T00:00:00	T:1998-01-13T00:00:00	I:2	F:306.07	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10825	S:DRACD	I:1	T:1998-01-09T00:00:00	T:1998-02-06T00:00:00	T:1998-01-14T00:00:00	I:1	F:79.25	S:Drachenblut Delikatessen	S:Walserweg 21	S:Aachen	~N~	S:52066	S:Germany
I:10833	S:OTTIK	I:6	T:1998-01-15T00:00:00	T:1998-02-12T00:00:00	T:1998-01-23T00:00:00	I:2	F:71.49	S:Ottilies Käseladen	S:Mehrheimerstr. 369	S:Köln	~N~	S:50739	S:Germany
I:10835	S:ALFKI	I:1	T:1998-01-15T00:00:00	T:1998-02-12T00:00:00	T:1998-01-21T00:00:00	I:3	F:69.53	S:Alfred's Futterkiste	S:Obere Str. 57	S:Berlin	~N~	S:12209	S:Germany
I:10845	S:QUICK	I:8	T:1998-01-21T00:00:00	T:1998-02-04T00:00:00	T:1998-01-30T00:00:00	I:1	F:212.98	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10849	S:KOENE	I:9	T:1998-01-23T00:00:00	T:1998-02-20T00:00:00	T:1998-01-30T00:00:00	I:2	F:0.56	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10853	S:BLAUS	I:9	T:1998-01-27T00:00:00	T:1998-02-24T00:00:00	T:1998-02-03T00:00:00	I:2	F:53.83	S:Blauer See Delikatessen	S:Forsterstr. 57	S:Mannheim	~N~	S:68306	S:Germany
I:10859	S:FRANK	I:1	T:1998-01-29T00:00:00	T:1998-02-26T00:00:00	T:1998-02-02T00:00:00	I:2	F:76.1	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10862	S:LEHMS	I:8	T:1998-01-30T00:00:00	T:1998-03-13T00:00:00	T:1998-02-02T00:00:00	I:2	F:53.23	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10865	S:QUICK	I:2	T:1998-02-02T00:00:00	T:1998-02-16T00:00:00	T:1998-02-12T00:00:00	I:1	F:348.14	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10878	S:QUICK	I:4	T:1998-02-10T00:00:00	T:1998-03-10T00:00:00	T:1998-02-12T00:00:00	I:1	F:46.69	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10891	S:LEHMS	I:7	T:1998-02-17T00:00:00	T:1998-03-17T00:00:00	T:1998-02-19T00:00:00	I:2	F:20.37	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10893	S:KOENE	I:9	T:1998-02-18T00:00:00	T:1998-03-18T00:00:00	T:1998-02-20T00:00:00	I:2	F:77.78	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:10929	S:FRANK	I:6	T:1998-03-05T00:00:00	T:1998-04-02T00:00:00	T:1998-03-12T00:00:00	I:1	F:33.93	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:10934	S:LEHMS	I:3	T:1998-03-09T00:00:00	T:1998-04-06T00:00:00	T:1998-03-12T00:00:00	I:3	F:32.01	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10938	S:QUICK	I:3	T:1998-03-10T00:00:00	T:1998-04-07T00:00:00	T:1998-03-16T00:00:00	I:2	F:31.89	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10945	S:MORGK	I:4	T:1998-03-12T00:00:00	T:1998-04-09T00:00:00	T:1998-03-18T00:00:00	I:1	F:10.22	S:Morgenstern Gesundkost	S:Heerstr. 22	S:Leipzig	~N~	S:04179	S:Germany
I:10952	S:ALFKI	I:1	T:1998-03-16T00:00:00	T:1998-04-27T00:00:00	T:1998-03-24T00:00:00	I:1	F:40.42	S:Alfred's Futterkiste	S:Obere Str. 57	S:Berlin	~N~	S:12209	S:Germany
I:10956	S:BLAUS	I:6	T:1998-03-17T00:00:00	T:1998-04-28T00:00:00	T:1998-03-20T00:00:00	I:2	F:44.65	S:Blauer See Delikatessen	S:Forsterstr. 57	S:Mannheim	~N~	S:68306	S:Germany
I:10962	S:QUICK	I:8	T:1998-03-19T00:00:00	T:1998-04-16T00:00:00	T:1998-03-23T00:00:00	I:2	F:275.79	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10967	S:TOMSP	I:2	T:1998-03-23T00:00:00	T:1998-04-20T00:00:00	T:1998-04-02T00:00:00	I:2	F:62.22	S:Toms Spezialitäten	S:Luisenstr. 48	S:Münster	~N~	S:44087	S:Germany
I:10991	S:QUICK	I:1	T:1998-04-01T00:00:00	T:1998-04-29T00:00:00	T:1998-04-07T00:00:00	I:1	F:38.51	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10996	S:QUICK	I:4	T:1998-04-02T00:00:00	T:1998-04-30T00:00:00	T:1998-04-10T00:00:00	I:2	F:1.12	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
I:10999	S:OTTIK	I:6	T:1998-04-03T00:00:00	T:1998-05-01T00:00:00	T:1998-04-10T00:00:00	I:2	F:96.35	S:Ottilies Käseladen	S:Mehrheimerstr. 369	S:Köln	~N~	S:50739	S:Germany
I:11011	S:ALFKI	I:3	T:1998-04-09T00:00:00	T:1998-05-07T00:00:00	T:1998-04-13T00:00:00	I:1	F:1.21	S:Alfred's Futterkiste	S:Obere Str. 57	S:Berlin	~N~	S:12209	S:Germany
I:11012	S:FRANK	I:1	T:1998-04-09T00:00:00	T:1998-04-23T00:00:00	T:1998-04-17T00:00:00	I:3	F:242.95	S:Frankenversand	S:Berliner Platz 43	S:München	~N~	S:80805	S:Germany
I:11020	S:OTTIK	I:2	T:1998-04-14T00:00:00	T:1998-05-12T00:00:00	T:1998-04-16T00:00:00	I:2	F:43.3	S:Ottilies Käseladen	S:Mehrheimerstr. 369	S:Köln	~N~	S:50739	S:Germany
I:11021	S:QUICK	I:3	T:1998-04-14T00:00:00	T:1998-05-12T00:00:00	T:1998-04-21T00:00:00	I:1	F:297.18	S:QUICK-Stop	S:Taucherstraße 10	S:Cunewalde	~N~	S:01307	S:Germany
